unit,description,sim correlation,sim ablation(optim),sim ablation(norm)
382,Objects that have silver in them,0.0118364058434963,0.0322318077087402,-0.00020074844360351562
383,Animals,0.0744378194212913,0.0014888048171997,-0.013132452964782715
384,Animals and flowers,0.2605900466442108,0.0451911687850952,0.0458143949508667
385,Diagonal lines,-0.0019297660328447,0.0039485096931457,1.138448715209961e-05
386,Items with circular features,0.0521275736391544,0.0070189237594604,9.489059448242188e-05
387,Animals,0.2079936265945434,0.0439851880073547,0.012919962406158447
388,Animals,0.1866190731525421,0.029891550540924,0.027455151081085205
389,The ground,0.0768064334988594,0.0151401758193969,0.0043454766273498535
390,Cubed objects,0.0321066789329052,0.0044608116149902,-8.940696716308594e-05
391,Rounded edges in pictures,-0.0541190728545188,0.0009787082672119,0.0009961128234863281
392,Animals and legs,0.050551488995552,0.013240098953247,-0.0027990341186523438
393,Rounded objects,0.0560293793678283,0.0139122605323791,-0.0006625652313232422
394,Items with straight features,0.0122847845777869,-0.0038959980010986,-0.000996708869934082
395,Animals,0.0067938859574496,0.0073742270469665,6.216764450073242e-05
396,Metal objects,0.1098757088184356,0.0255584716796875,0.01988530158996582
397,Water,0.1503845155239105,0.0320247411727905,0.01202303171157837
398,Circular objects,0.1979316920042038,0.0112922191619873,0.01019066572189331
399,Animals,0.183205559849739,0.0239975452423095,0.005080759525299072
400,Animals,0.2625104188919067,0.0431052446365356,0.04627412557601929
401,Similar patterns,0.1865557730197906,0.0100058317184448,0.0035733580589294434
402,Bottles,0.2266461998224258,0.0219295024871826,0.02557438611984253
403,Fossils,0.3596046566963196,0.0369448065757751,0.034908950328826904
404,Clocks and other gauges,0.2844666838645935,0.0148438215255737,0.01625227928161621
405,Metal objects,0.0408846959471702,-0.0080090761184692,-0.002074122428894043
406,Curved lines,-0.0263751056045293,-0.0033631324768066,-0.003456592559814453
407,Animals,0.2025573849678039,0.0341746807098388,0.030047178268432617
408,Items that are connected,-0.0282367877662181,0.0129843950271606,0.0012674331665039062
409,People,0.1548694372177124,0.0136979222297668,0.015465140342712402
410,Faces of people,0.0373232811689376,0.000443160533905,0.002250492572784424
411,Water,0.0927200987935066,0.0396010875701904,0.009350419044494629
412,Rounded edges in pictures,0.0395558252930641,0.0168689489364624,0.002967655658721924
413,Rounded edges in pictures,-0.0020033358596265,0.0011641383171081,-6.210803985595703e-05
414,Animals,0.1194272264838218,0.0172808766365051,0.0012132525444030762
415,Electronics,0.0301571004092693,0.0046908855438232,0.0021459460258483887
416,Animals,0.1979076117277145,0.0514236092567443,0.033838510513305664
417,Animals and sticks,0.1529129892587661,0.0186126828193664,0.011163055896759033
418,Hands of humans and animals,0.0062688249163329,0.0092005729675292,-0.0001379251480102539
419,Similar color patterns,0.1425427347421646,0.01321542263031,0.011349856853485107
420,Birds,0.2080554664134979,0.0183979272842407,-0.0012961626052856445
421,Animals and circular objects,0.0059911664575338,0.0001667141914367,-0.0005366802215576172
422,Musical instruments,0.2387916892766952,0.0362569093704223,0.03177720308303833
423,Fossil,0.1920046955347061,0.0189858675003051,0.009472072124481201
424,Diagonal lines,0.1067489832639694,0.0148603916168212,0.008274614810943604
425,People and flowers,0.1173695251345634,0.0060200691223144,0.005086421966552734
426,People,0.008044097572565,-1.3113021850585938e-06,-0.00018298625946044922
427,Insects,0.4099926054477691,0.0646479725837707,0.07600671052932739
428,Items that are connected,-0.0239531956613063,-0.0008676052093505,0.0006331801414489746
429,Animals and circular objects,-0.087421603500843,-0.0009893178939819,0.0004839897155761719
430,Poles,0.142144039273262,0.0159286856651306,0.0066522955894470215
431,People and water,0.2458522915840149,0.003819465637207,0.04737061262130737
432,Flowers and flowers,0.2562040090560913,0.0174115300178527,0.021048545837402344
433,Animals,0.0165766477584838,0.0062537193298339,0.0014085769653320312
434,Animals,0.0555260516703128,0.025147795677185,0.0029123425483703613
435,Animals,0.3074379563331604,0.0533071756362915,0.07165652513504028
436,Metal objects,0.1674393415451049,0.0212007761001586,0.011188089847564697
437,Animals,0.0842411667108535,0.0330610871315002,0.015361905097961426
438,Items with designs,0.092845506966114,0.0050895810127258,0.0036187171936035156
439,Rounded edges in pictures,-0.0445634163916111,0.0208462476730346,0.001181185245513916
440,Metal objects,0.0889768674969673,0.0038501024246215,0.002825915813446045
441,Human hands,0.0558108352124691,0.0011948943138122,0.0019779205322265625
442,Faces of things,0.0660806596279144,0.0005760788917541,0.0005975961685180664
443,Items with straight features,0.0193388480693101,0.0052595138549804,-0.0005501508712768555
444,Items with straight features,-0.0222406052052974,-0.0004316568374633,-3.3736228942871094e-05
445,Animals and vehicles,0.0882527455687522,0.0060176253318786,0.0021941661834716797
446,Rounded objects,-0.0259558483958244,-0.0010187625885009,0.0002803206443786621
447,Animals,0.1177771091461181,0.0159738063812255,0.0039844512939453125
448,Edges of teapots and mugs,0.1886718869209289,0.0197632908821105,0.020133554935455322
449,Animals,0.0890440419316291,0.012768268585205,-0.0010824203491210938
450,Animals and circular objects,0.07364272326231,0.0120715498924255,0.005253195762634277
451,Vertical lines,0.0753541588783264,0.0050987005233764,0.0022942423820495605
452,Circular objects,0.0727037638425827,0.004201054573059,0.0022332072257995605
453,Similar patterns,-0.0002658495504874,0.0134423375129699,0.0006828904151916504
454,Animals and sticks,0.0054308553226292,0.0095402598381042,0.0006247758865356445
455,Rounded objects,0.0463584624230861,-0.0040632486343383,-0.0012705326080322266
456,Mouths,0.0703284218907356,0.0124023556709289,-0.005229592323303223
457,Metal objects,0.1008831858634948,0.0130964517593383,-0.0003529787063598633
458,Triangular features,0.0732602477073669,0.0137733817100524,0.0024510622024536133
459,Animals and vehicles,0.0286639612168073,0.0090227723121643,0.0001620650291442871
460,Bowties,0.153804212808609,0.0061564445495605,0.009241104125976562
461,Black and white objects,0.0714321210980415,0.0021762251853942,0.001393139362335205
462,Animals,0.0763397440314292,0.0116611123085021,0.0018253326416015625
463,Fabric,0.2691586315631866,0.022736370563507,0.05910384654998779
464,Items with designs,0.1079743281006813,0.0050976872444152,0.002715766429901123
465,Items with straight features,-0.0406781956553459,0.0161638855934143,0.0018233060836791992
466,Aquatic life,0.5219230651855469,0.0733294486999511,0.111488938331604
467,Similar color patterns,0.0866728872060775,0.003025472164154,0.0016503334045410156
468,Metal objects,-0.0090284086763858,0.0003268122673034,-2.3245811462402344e-05
469,Faces of people,0.1437977850437164,0.0041190981864929,0.009316027164459229
470,Metal objects,-0.0491194725036621,-0.0035483837127685,0.002431333065032959
471,Wooden objects,0.3037844598293304,0.0361557602882385,0.057055115699768066
472,Bridges,0.3198485970497131,0.0349330306053161,0.014415264129638672
473,Green grass,0.276199609041214,0.0521909594535827,0.050224125385284424
474,Vertical lines,0.1924553215503692,0.0123041868209838,0.004473090171813965
475,Objects that have silver in them,-0.0425846986472606,0.0636892914772033,0.0023463964462280273
476,Rounded objects,0.0393820740282535,-0.0042891502380371,-0.0003733634948730469
477,Rectangular objects,-0.0298470221459865,-0.0006871223449707,0.00014168024063110352
478,People,0.0661513358354568,0.0297975540161132,0.003370046615600586
479,Human faces,0.0875559672713279,0.0021892786026,0.007414698600769043
480,Birds,0.2349346131086349,0.0330851078033447,0.028274238109588623
481,Animals,0.1031831800937652,0.0162143111228942,0.003893733024597168
482,Rounded objects,0.0827818065881729,0.0024362802505493,0.004163622856140137
483,Items with straight features,0.0322780944406986,0.0010431408882141,0.0009221434593200684
484,Towers,0.0759745463728904,0.0127931237220764,0.000992417335510254
485,Animals,0.1205815821886062,0.0186963081359863,0.004144847393035889
486,Black and white objects,0.0195836219936609,-0.0046554803848266,-0.00022721290588378906
487,Metal objects,0.0946118086576461,0.0139541625976562,0.0058574676513671875
488,Animals and vehicles,0.1322916746139526,0.0305327177047729,0.017864227294921875
489,Items with designs,0.0866547897458076,0.0061925053596496,0.005652070045471191
490,Rounded edges in pictures,-0.0426943227648735,0.0014976263046264,0.0020241141319274902
491,Items with designs,-0.0108522707596421,0.0057635903358459,0.002001166343688965
492,Horns of animals,0.0344054140150547,0.0283426642417907,0.0006241798400878906
493,Triangular shapes,-0.0181634947657585,0.0067223310470581,8.64267349243164e-05
494,Aquatic life,0.0894847586750984,0.0221590995788574,0.013470113277435303
495,Items with straight features,-0.0336520001292228,0.0104599595069885,0.0021208524703979492
496,Items that are connected,-0.0074787908233702,-0.0040922164916992,-1.5020370483398438e-05
497,Rounded objects,0.080902487039566,0.0142687559127807,0.00233304500579834
498,Items with straight features,0.061996579170227,0.0085355639457702,-0.0038247108459472656
499,Similar color patterns,0.1156592741608619,0.0085406899452209,0.005760073661804199
500,Rounded edges in pictures,-0.0353880301117897,-0.0008344650268554,0.0007362961769104004
501,Items that are curved,0.1156162545084953,0.0102127194404602,0.005119502544403076
502,Circular objects,0.0612223334610462,0.0052564144134521,0.0002777576446533203
503,Musical instruments,0.3006723523139953,0.0227707624435424,0.012077391147613525
504,Rounded edges in pictures,-0.004010391421616,0.0066167116165161,-0.000594019889831543
505,Bottles,-0.0064887898042798,-0.0004870891571044,8.445978164672852e-05
506,Items with designs,-0.0060616107657551,-0.0050954818725585,0.0005091428756713867
507,Sunglasses,0.299254447221756,0.0633746981620788,0.11849981546401978
508,Rounded edges in pictures,0.0567974336445331,0.0011832118034362,0.0009655356407165527
509,Animals and circular objects,-0.0208448469638824,0.0012584924697875,0.00016355514526367188
510,Vehicles,0.1702204942703247,0.0141969919204711,0.020339369773864746
511,Red objects,0.3056125044822693,0.0344011187553405,0.05858975648880005
512,Animals and circular objects,0.1006079539656639,0.0105288028717041,0.003925919532775879
513,Hinges of objects,-0.0149677963927388,0.0030950903892517,0.0006616115570068359
514,Rounded edges in pictures,0.0130374124273657,0.0010254979133605,-0.0014226436614990234
515,Rounded objects,0.0117189558222889,0.0115774273872375,0.0004342794418334961
516,Shelves and books,0.3149603903293609,0.0236783623695373,0.03250986337661743
517,Green areas in picture,0.028315732255578,0.0061843991279602,-0.0009366273880004883
518,Animals and planes,0.0335837937891483,0.0129010677337646,0.002208888530731201
519,Small green balls,0.0758280977606773,0.0049377083778381,0.0020012259483337402
520,Animals and circular objects,0.0263260249048471,0.0091512203216552,0.0027857422828674316
521,Animals and green objects,0.1911565363407135,0.0247987508773803,0.02369624376296997
522,Snakes,0.5465149283409119,0.0881488919258117,0.0868527889251709
523,Metal objects,0.0507421121001243,-0.0089164972305297,-0.0013250112533569336
524,Animals and circular objects,0.0429725162684917,0.0084257721900939,-0.0005888938903808594
525,Clothing,0.0967018753290176,0.0098529458045959,0.005193591117858887
526,Hands of humans,0.2582985758781433,0.0149219036102294,0.02009892463684082
527,Diagonal lines,0.0205500908195972,8.088350296020508e-05,0.0004153251647949219
528,Human hands,-0.0170764345675706,0.0074430704116821,0.0003203153610229492
529,Rounded edges in pictures,-0.0256075374782085,0.0209715962409973,0.00020676851272583008
530,Animals,0.179248034954071,0.0380963683128356,0.010633707046508789
531,Faces of things,-0.0124790826812386,0.0075551867485046,1.2636184692382812e-05
532,Rounded edges in pictures,0.0040981625206768,0.0188942551612854,-0.0014691352844238281
533,Rounded edges in pictures,-0.0043313023634254,0.0044739246368408,0.0004970431327819824
534,Items with straight features,0.031602643430233,0.0042407512664794,0.0032002925872802734
535,Animals and vehicles,0.0973342806100845,0.0147804021835327,0.009194731712341309
536,Animals,0.1169006675481796,0.0135607123374938,0.010584235191345215
537,Animals,0.2404418289661407,0.0354351997375488,0.018612802028656006
538,Towers,0.1945533901453018,0.0115200281143188,0.02253514528274536
539,Rounded edges in pictures,-0.0113409264013171,0.0114431381225585,0.00045561790466308594
540,Rounded edges in pictures,-0.0654115378856659,-0.0015846490859985,0.002902507781982422
541,Brown dogs,0.0583263225853443,0.0085895657539367,0.0017415881156921387
542,Animals and vehicles,0.0954966396093368,0.0040268301963806,0.0037490129470825195
543,Items that are connected,-0.0271223541349172,0.0047129392623901,0.0016893744468688965
544,Food,0.0417872704565525,0.0024552941322326,-0.001386880874633789
545,Animals and circular objects,-0.0432713255286216,-0.0030624866485595,9.167194366455078e-05
546,Shower caps,0.1307017803192138,0.0026116967201232,0.000731050968170166
547,Items with straight features,-0.041746363043785,-0.000941514968872,0.0014562010765075684
548,Rounded edges in pictures,-0.014823380857706,0.0012309551239013,0.00013071298599243164
549,Items with straight features,0.0855955183506012,0.014091670513153,0.0038680434226989746
550,Brown animals,0.1162319257855415,0.0189700722694396,0.003743767738342285
551,Animals,0.0948298498988151,0.0156137347221374,0.006063520908355713
552,Food,0.3395226597785949,0.0366159081459045,0.06206303834915161
553,Rounded edges in pictures,-0.0019674852956086,0.0086534023284912,-0.0004639625549316406
554,Animals and balls,-0.0236082840710878,0.0022554993629455,-0.00011110305786132812
555,Animals and musical instruments,0.1357869356870651,0.0263451337814331,0.014409959316253662
556,Items that are connected,-0.0014530667103827,-0.001283049583435,-0.0035228729248046875
557,Textured areas,0.0115677313879132,0.015296459197998,9.232759475708008e-05
558,Rounded edges in pictures,0.0539571829140186,0.0105358362197875,0.0013631582260131836
559,Water,0.2102580964565277,0.0181743502616882,0.019503772258758545
560,Items that are connected,-0.0431113727390766,0.0127615332603454,0.0006215572357177734
561,"Electronics, watches and clocks",0.3116481602191925,0.0251213908195495,0.04803961515426636
562,Items with straight features,0.0307484939694404,0.0141313672065734,0.0021615028381347656
563,Fire,0.083585001528263,-0.0028060674667358,-0.0017621517181396484
564,Animals in the grass,0.3375917971134186,0.0584569573402404,0.049209415912628174
565,White objects,0.026988249272108,0.0123528242111206,-0.0010747909545898438
566,Items with straight features,-0.0030647630337625,-0.0003678798675537,-2.4557113647460938e-05
567,Digital signs and fire signs,0.0445124693214893,0.013434886932373,0.0008887648582458496
568,Musical instruments,-0.0300871022045612,-0.0044460296630859,0.0009177327156066895
569,A dome building,0.2057371288537979,0.0217228531837463,0.0014566779136657715
570,Volcanoes and mountains,0.2973523437976837,0.0222074389457702,0.030427098274230957
571,Curved items,-0.0336918458342552,-0.0005700588226318,0.0009282231330871582
572,Rounded edges in pictures,0.0304661337286233,0.0054529905319213,0.0008797049522399902
573,Rounded objects,0.0695162415504455,-0.000140905380249,-0.00041174888610839844
574,Animals and flowers,0.1695394366979599,0.0210111141204834,0.005921542644500732
575,People,0.01853609085083,0.0037226676940917,1.4901161193847656e-06
576,Water,0.223034381866455,0.027520477771759,0.03178870677947998
577,Animals and people,0.0702288001775741,0.0140692591667175,0.0006378293037414551
578,Animals,0.2525399625301361,0.0378947257995605,0.03647112846374512
579,"Animals, water, smoke",0.0468038916587829,0.0027616620063781,0.0009312629699707031
580,Items with straight features,-0.062156394124031,0.0061585307121276,0.003626704216003418
581,Animals,0.1810101717710495,0.0560013055801391,0.026051998138427734
582,Objects with multiple lines,0.0545167177915573,0.0015401244163513,0.0004494190216064453
583,Snakes,0.4678394794464111,0.0763481855392456,0.08025121688842773
584,Items that are rounded,0.0333454273641109,0.0124139785766601,0.0008765459060668945
585,Bottles,0.1145738437771797,0.0104205012321472,0.0075722336769104
586,Grids,0.1758039146661758,0.0250322818756103,0.00874030590057373
587,Birds,0.1802880465984344,0.0254613757133483,0.013038218021392822
588,Objects containing lines,0.0607633925974369,0.0097353458404541,0.002611219882965088
589,Purple lights,0.2807365953922272,0.0168718695640563,0.06365311145782471
590,Items with straight features,0.0604144483804702,-0.0022276639938354,-0.0020294189453125
591,Items with straight features,0.0033510215580463,-0.0018761157989501,-8.690357208251953e-05
592,"Ships, water, animal, boat",0.1651690155267715,0.0198072791099548,0.004985034465789795
593,Items with straight features,-0.0180257707834243,0.0312567353248596,0.00021535158157348633
594,Faces of things,0.0629203915596008,0.0013836026191711,-0.0002709627151489258
595,Animals,0.1002903059124946,0.0166023969650268,-0.0009632110595703125
596,Bottles,0.1954242289066314,0.01550954580307,0.02783721685409546
597,Human mouths,0.0127420863136649,0.0014375448226928,-0.004282832145690918
598,Buildings,0.2666104435920715,0.0172332525253295,0.03975796699523926
599,Vehicles,0.1261798590421676,0.0279662013053894,0.005114078521728516
600,Orange objects,0.0489038787782192,0.008594274520874,0.0008675456047058105
601,Towers,0.1085527688264846,0.0161475539207458,0.004279673099517822
602,Animals,0.1125196442008018,0.011399507522583,3.6597251892089844e-05
603,Diagonal lines,0.0902586877346038,0.0044641494750976,0.0017327070236206055
604,People 's hats on different types of hats on them,0.2871574461460113,0.0186334252357482,-0.022562623023986816
605,"People, food and water",0.0586514584720134,0.0101391077041625,0.004208862781524658
606,Items with straight features,0.035165961831808,0.003341257572174,0.002741575241088867
607,Electronics,0.2056334763765335,0.0186355113983154,0.0275765061378479
608,Items with designs,0.1578514575958252,0.0103325843811035,0.00793468952178955
609,Multiple items that are similar,0.050496406853199,0.0049128532409667,0.0018900036811828613
610,Black and white objects,0.0343544520437717,0.0163837671279907,4.3451786041259766e-05
611,Animals,0.3174507915973663,0.0620897412300109,0.0767139196395874
612,Clothing,0.1462009400129318,0.0170046091079711,0.007438182830810547
613,Animals,0.0204611048102378,0.004684031009674,0.0006771087646484375
614,Brown dogs,0.1583833545446396,0.0111987590789794,0.016962945461273193
615,Vehicles,0.2413419336080551,0.0288304686546325,0.04027479887008667
616,Rounded edges in pictures,-0.0724608898162841,0.0172553658485412,0.0008360147476196289
617,Animals and flowers,0.2203517258167266,0.0073369741439819,0.027011096477508545
618,Red objects,0.1384212523698806,0.0139421224594116,0.01278918981552124
619,Bottles,0.0807136073708534,0.0006912946701049,-0.001448512077331543
620,Bottles,0.1989681720733642,0.017871081829071,0.017997324466705322
621,"Long, thin objects",0.1156891211867332,0.0124161839485168,0.008578121662139893
622,Vehicles,0.1461274772882461,0.0175590515136718,0.011883735656738281
623,The ground,-0.0710843354463577,0.0129128098487854,0.003778398036956787
624,Items with straight features,0.020466735586524,-0.005407691001892,-0.00013399124145507812
625,Items with straight features,0.0322217531502246,0.0036485791206359,4.5239925384521484e-05
626,Similar color patterns,0.0365284979343414,0.0202277302742004,0.0018448829650878906
627,A candle,0.1954808384180069,0.0208721756935119,0.002173483371734619
628,Windows,0.0998636484146118,0.0088841915130615,0.008192956447601318
629,Animals and food,0.0436473973095417,0.0025003552436828,0.0007412433624267578
630,Items with straight features,0.0219105593860149,0.0092289447784423,-0.0006164312362670898
631,Items with straight features,0.0503649748861789,0.0003746747970581,-9.322166442871094e-05
632,Soccer balls,0.2116593420505523,0.0172828435897827,0.004188895225524902
633,Rounded edges in pictures,-0.0198756381869316,0.0132047533988952,5.8591365814208984e-05
634,Water,0.2008268982172012,0.0214510560035705,0.031758129596710205
635,Animals and sticks,0.2320139110088348,0.0412909984588623,0.037340641021728516
636,Vehicles,0.0391572974622249,0.0032489299774169,2.0623207092285156e-05
637,Objects that have silver in them,0.0154288755729794,0.0038146376609802,-4.0531158447265625e-06
638,Food,0.1801250576972961,0.013534128665924,0.01706099510192871
639,Items with straight features,-0.0293767116963863,0.0003139376640319,0.0010284185409545898
640,Items with straight features,-0.0361971110105514,0.0222683548927307,-0.0011107921600341797
641,Animals and vehicles,0.0436725169420242,0.0077658295631408,0.0012121200561523438
642,Bottles,0.1456565707921981,0.0104617476463317,0.009931385517120361
643,Rectangular objects,0.1041852161288261,0.0028165578842163,0.003278672695159912
644,People,0.0417540296912193,0.0048156976699829,0.0021356940269470215
645,Rounded edges in pictures,-0.02500138618052,-0.0011788606643676,0.001282036304473877
646,"Nature, green objects",0.0232997871935367,0.0763206481933593,0.0003178119659423828
647,Animals,0.1884666830301284,0.0280072093009948,0.016858398914337158
648,Brown dogs,0.1583669185638427,0.0201915502548217,0.0190466046333313
649,Items with straight features,0.0855311676859855,0.0022042393684387,0.00507885217666626
650,Words and signs,0.1667360216379165,0.0101519227027893,0.0057656168937683105
651,Circular objects,0.1158124059438705,0.0074055194854736,-0.008906841278076172
652,Animals and people,0.1783179342746734,0.0166450142860412,0.010753095149993896
653,Objects with text in it,0.0785678625106811,0.0191426277160644,0.008528172969818115
654,Electronics,0.0658847093582153,0.0019746422767639,0.0018053054809570312
655,Clothing,0.2047955244779586,0.0060188770294189,0.025035738945007324
656,Poles,0.1448374539613723,0.0225660800933837,0.016974449157714844
657,Animals and circular objects,0.0173247251659631,0.0123929977416992,0.0001736283302307129
658,Red objects,0.0816930308938026,0.011049747467041,0.0071062445640563965
659,A vest someone is wearing,0.1473554968833923,0.043380856513977,0.0381925106048584
660,Animals and cords,-0.0731624588370323,-0.0071390867233276,0.001862168312072754
661,Animals,0.0520212352275848,0.0065169334411621,-0.0006028413772583008
662,Similar color patterns,0.0420755632221698,-0.0009239912033081,0.0007125735282897949
663,Sails on boats,0.2852554023265838,0.0340610146522522,0.05551469326019287
664,Items with straight features,-0.0432876199483871,0.0004536509513854,0.0013600587844848633
665,Metal objects,0.0878447443246841,0.0118092894554138,-0.0020650625228881836
666,Boats,0.3955161273479461,0.0229986906051635,0.07845121622085571
667,Rounded edges in pictures,0.0616775639355182,-0.0097197294235229,0.002599656581878662
668,Water,0.1388955414295196,0.0118328928947448,0.003424525260925293
669,Items that are curved,-0.00910912360996,0.007418930530548,0.00018841028213500977
670,Rounded objects,0.0913905650377273,0.0079171061515808,0.0015535950660705566
671,Rounded edges in pictures,-0.028458209708333,0.0093643069267272,0.0007056593894958496
672,Vehicles,0.0760300010442733,0.0033484101295471,0.00168687105178833
673,Green objects,0.079484723508358,0.0106632113456726,-0.00011241436004638672
674,Rounded edges in pictures,-0.0041451100260019,0.0084046125411987,0.0010017752647399902
675,Human hands,0.0864757373929023,0.0072579979896545,0.0040915608406066895
676,Items that are connected,-0.0330119095742702,0.0023165345191955,0.0008187294006347656
677,Circular objects,0.0109097575768828,0.0037382245063781,-0.0009691715240478516
678,Animals and food,0.1398694962263107,0.0238970518112182,0.010036885738372803
679,Straight lines,0.0826720595359802,0.0139796733856201,0.0044171810150146484
680,Similar color patterns,-0.0093460232019424,0.0028502345085144,0.00026285648345947266
681,Rounded edges in pictures,0.0396918207406997,0.0009897351264953,0.0011649727821350098
682,Bottles,0.3352429866790771,0.0331292748451232,0.07968944311141968
683,Animals and circular objects,-0.0430935211479663,0.0148476958274841,-0.0016336441040039062
684,Circular objects,0.1752267032861709,0.0434626936912536,0.012641489505767822
685,Animals,0.16557377576828,0.0235766172409057,0.01352691650390625
686,Electronics,0.1944287866353988,0.0150282979011535,0.030050456523895264
687,Flames,0.0884317085146904,0.0160457491874694,-0.0026661157608032227
688,Animals,0.0524860359728336,-0.0022509098052978,-0.005303859710693359
689,Rounded edges in pictures,0.0575325042009353,0.0013726353645324,0.0015422701835632324
690,Birds,0.1287881433963775,0.0038054585456848,-0.0002105236053466797
691,Animals and clothes,0.0167517736554145,0.00322026014328,5.0127506256103516e-05
692,White objects,0.0585837997496128,0.0014629960060119,0.003754913806915283
693,Balls,0.1027000322937965,0.0142809152603149,0.0007032155990600586
694,Items with straight features,-0.0222022999078035,0.0078595280647277,-1.4185905456542969e-05
695,Animals,-0.008184939622879,0.0084286928176879,-8.308887481689453e-05
696,Animals,-0.0520350709557533,-0.0127737522125244,0.001990079879760742
697,Animals,0.0896072685718536,0.0166050195693969,0.006672024726867676
698,Circular objects,0.1132477223873138,0.0129046440124511,0.003521740436553955
699,Rounded edges in pictures,-0.0373812988400459,0.0012791156768798,-0.00039267539978027344
700,Similar color patterns,0.0148176001384854,0.0258499383926391,0.0002733469009399414
701,Similar color patterns,0.1159134432673454,0.0061970353126525,0.006695747375488281
702,The ground,-0.0322975628077983,0.0373038649559021,0.0003688335418701172
703,People,-0.0043202117085456,0.0036981701850891,-8.440017700195312e-05
704,Items with straight features,0.0762952715158462,0.0030136704444885,0.001969575881958008
705,Items that are connected,-0.0587077811360359,-0.0017776489257812,0.003185451030731201
706,Dogs,0.0891065374016761,0.000887393951416,0.0043795108795166016
707,Round objects,0.0659488812088966,0.0003874897956848,-0.0014575719833374023
708,Dogs,0.2078426480293274,0.0263625979423522,-0.0023429393768310547
709,Rounded edges in pictures,0.0145091814920306,-0.002399206161499,-0.0005892515182495117
710,Similar color patterns,-0.012124640867114,0.0017279982566833,0.00015372037887573242
711,Water,0.1389963179826736,0.0206770896911621,0.0187302827835083
712,Vehicles,0.3568178415298462,0.0334168076515197,0.07228881120681763
713,Circular objects,0.1320370733737945,0.0170987248420715,0.012763142585754395
714,Human hands,0.049007199704647,0.0017170310020446,8.577108383178711e-05
715,Animals and circular objects,-0.0031350094359368,0.0067483782768249,-0.0002353191375732422
716,Items with straight features,0.099179558455944,0.0144046545028686,0.0043280720710754395
717,Musical instruments,0.1739722937345504,0.0430884361267089,0.028420567512512207
718,Circular objects,0.161952257156372,0.015271782875061,0.009977877140045166
719,Curved lines,0.06861512362957,0.0056995153427124,0.0018128156661987305
720,Furniture and electronics,0.4097528159618377,0.048452615737915,0.10385012626647949
721,Diagonal lines,-0.0153345260769128,0.0035665035247802,0.0006527900695800781
722,Animals and circular objects,0.0981985479593277,0.0016854405403137,0.002919316291809082
723,Fabric,0.1137765869498252,0.0082834362983703,0.008794724941253662
724,Items with straight features,0.021352520212531,0.0200173258781433,4.309415817260742e-05
725,Balls,0.3406921625137329,0.0488752722740173,0.021956145763397217
726,Food,0.3096135854721069,0.0273965001106262,0.06297647953033447
727,Metal hooks,0.1490931808948516,0.0064467191696166,0.008354902267456055
728,Animals,0.0466268211603164,0.0027569532394409,0.0013623237609863281
729,The sky,0.0929811969399452,0.0042642354965209,0.0025154948234558105
730,Colorful fabric and fabric,0.2689211964607239,0.0119932889938354,0.04532426595687866
731,Faces of people,0.043293759226799,0.0125065445899963,0.0024164915084838867
732,Animals,0.1770598888397216,0.0295541882514953,0.0032698512077331543
733,People,-0.0189141929149627,0.0103421211242675,2.3126602172851562e-05
734,Animals,0.0214643403887748,0.0125906467437744,-0.0030117034912109375
735,Items that are curved,0.1287805885076522,0.0125058889389038,0.013025522232055664
736,Animals and food,0.0260039325803518,0.0072050690650939,-0.0011811256408691406
737,Items that are connected,-0.00795394834131,0.0063794255256652,0.00019150972366333008
738,Bottles,0.0166672114282846,-0.0015324354171752,-0.0009293556213378906
739,People and animals,0.0476181246340274,0.0128706097602844,0.0013540387153625488
740,Animals and flowers,0.0898072198033332,0.0143052339553833,0.00545501708984375
741,People,0.1065291836857795,0.0043258070945739,0.005828678607940674
742,Animals and vehicles,0.1317023634910583,0.0071889758110046,0.008132874965667725
743,Rounded edges in pictures,0.0344513356685638,0.0013942122459411,0.0003737807273864746
744,Items that are connected,0.0338300764560699,0.0005712509155273,-0.0021657943725585938
745,Diagonal lines,0.021000487729907,0.011773943901062,0.0029762983322143555
746,Sunglasses,0.158612847328186,0.0490463376045227,0.05513244867324829
747,Similar color patterns,-0.0049254074692726,0.0424219369888305,-8.52346420288086e-05
748,Bowties,0.0932155027985572,0.0022189021110534,-0.0002771615982055664
749,Animals and vehicles,0.0210221875458955,-0.0008751153945922,-1.5020370483398438e-05
750,Rounded objects,0.0708053559064865,0.004460871219635,-0.0009438991546630859
751,Animals and balls,-0.0092996461316943,0.0167679190635681,0.0001995563507080078
752,Animals and circular objects,-0.0115175787359476,0.0080395936965942,0.0004780888557434082
753,Furniture,0.3875957429409027,0.0238322615623474,0.06689435243606567
754,"Long, thin objects",0.1297194361686706,0.001228928565979,-0.00495457649230957
755,Dog faces,0.068322516977787,0.0166688561439514,0.007789254188537598
756,Items with straight features,0.0632208064198494,0.0197219848632812,0.004483461380004883
757,Digital numbers on the objects,0.2144363671541214,0.0173313021659851,0.02003711462020874
758,Items with straight features,0.0621655248105526,0.0321344137191772,0.0011936426162719727
759,Dog ears,0.0884943082928657,0.0071218609809875,0.003964602947235107
760,Items that are connected,0.0371750816702842,0.0009869337081909,0.0007680058479309082
761,Black and white stripes,0.202205553650856,0.0169722437858581,0.002566218376159668
762,Rounded objects,0.0054262052290141,0.0167893171310424,0.0003203749656677246
