unit,val correlation,weight0,concept0,weight1,concept1,weight2,concept2,weight3,concept3,weight4,concept4,weight5,concept5,weight6,concept6,weight7,concept7,weight8,concept8,weight9,concept9,bias,sim correlation,sim ablation(optim),sim ablation(norm)
936,0.393292419,6.671483,bottle,3.6472535,liquor,2.6774333,partridge,2.0857863,Scottish Terrier,2.009351,whiskey jug,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.458119333,0.3522835969924927,0.078121542930603,0.03983736038208008
937,0.463977193,5.4888577,length,4.9198713,train,4.759092,fuselage,3.9907162,walkway,3.0786872,pier,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.426470041,0.4745325148105621,0.0735085606575012,0.08717542886734009
938,0.35617828,3.3464448,gallon,3.1941469,attire,2.4605367,body armor,2.031327,beverage,1.8913614,printer,1.4476835,toaster,1.2372876,payphone,0.0,0,0.0,0,0,0,0.382817358,0.330043077468872,0.0586189031600952,0.05562877655029297
939,0.372962204,3.0423923,zebra,2.575234,railing,2.126403,organ,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.33762449,0.3572149872779846,0.0405337214469909,0.033181607723236084
940,0.505107074,3.6447847,Border Collie,3.1209683,kingsnake,2.610864,ring-tailed lemur,2.4283462,magpie,2.3978446,Siberian Husky,2.022147,piano,1.7937835,Japanese Chin,1.549384,black-and-white colobus,0.0,0,0,0,0.36657697,0.4922307133674621,0.1327871680259704,0.10454076528549194
941,0.365073671,2.0835097,attire,1.9516225,standing,1.3965815,climb,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.370173365,0.3367374241352081,0.0636044740676879,0.057234764099121094
942,0.476542327,7.993018,garment,5.0143876,kitty,4.6142235,furnishing,4.144808,bed,4.018008,cabinet,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.537425756,0.4768639802932739,0.0906088948249816,0.08762943744659424
943,0.453307154,3.4154108,lemur,2.1315923,hog,1.9152557,Scottish Deerhound,1.753122,schnauzer,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.371645927,0.4009283185005188,0.079433798789978,0.05889171361923218
944,0.412205484,4.9521093,branch,3.764521,climb,3.3719966,car mirror,2.7670536,sloth,2.3106954,bell,2.0559344,monkey,0.0,0,0.0,0,0.0,0,0,0,0.521743,0.3704828023910522,0.0619969964027404,0.04485195875167847
945,0.497505489,9.803044,oldie,9.047629,colorlessness,5.8158846,darkness,5.3071637,lieutenant,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.572774529,0.2872538864612579,0.0600483417510986,0.020041584968566895
946,0.430148846,3.3552976,calcification,2.0259485,hand tool,1.6679939,aquatic mammal,1.3798096,shark,1.04817,snake,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.223959818,0.4572803378105163,0.0862002968788147,0.076640784740448
947,0.464076088,7.536504,athletics,3.459482,guard,3.314742,ambulance,1.5807874,Norwich Terrier,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.465768665,0.4624903798103332,0.0941418409347534,0.0767943263053894
948,0.448503353,4.0596037,waterfowl,1.9748354,aquatic mammal,1.8202058,seabird,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.469924718,0.4095346331596374,0.0597580075263977,0.038357675075531006
949,0.448970769,5.5574756,lotion,4.001226,leopard,3.126915,reptile,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.4633587,0.4512411057949066,0.071708083152771,0.057171761989593506
950,0.474483672,4.5751553,angiosperm,4.290525,arrangement,2.6919026,pottedplant,2.1052384,retriever,1.5867115,sulphur butterfly,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.334724247,0.4595488309860229,0.0850721597671508,0.07683783769607544
951,0.378740453,8.515242,bike,3.5155897,bow tie,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.518707275,0.3040316104888916,0.0732094049453735,0.059328675270080566
952,0.443217965,4.9979296,cucumber,4.2033997,greens,3.9740648,soda bottle,3.716323,peacock,2.8443544,chameleon,2.5546594,green mamba,0.0,0,0.0,0,0.0,0,0,0,0.497667551,0.4414143562316894,0.0810789465904235,0.07582199573516846
953,0.429485281,7.40269,wood,2.773018,granary,2.440272,alcove,2.3513198,camel,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.420560151,0.3730289041996002,0.1076868772506713,0.084686279296875
954,0.373100176,4.361734,baby bib,4.2690654,t-shirt,3.6997468,soccer,1.6578811,birdhouse,1.2111644,barn,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.370624542,0.2937487065792084,0.0216245651245117,-0.02764284610748291
955,0.400685142,2.6685076,brassiere,2.2965832,gymnast,2.2240806,arabian camel,1.5023115,Vizsla,1.3827667,stork,1.2159042,greyhound,0.8742735,wading bird,0.0,0,0.0,0,0,0,0.360079497,0.4048047661781311,0.0472950339317321,0.04082512855529785
956,0.421084244,3.3822448,king penguin,2.5988655,Great Pyrenees dog,2.5517905,Basenji,2.0714445,Beagle,1.554015,panda,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.387222707,0.3676327466964721,0.073369026184082,0.05907624959945679
957,0.379527563,5.730589,dumbbell,4.771926,screw,3.4663365,safe,2.5194368,whistle,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.361233175,0.3557809293270111,0.0456734299659729,0.021572232246398926
958,0.459416812,5.1442494,locker,5.0295205,door,2.8495014,cabinet,2.5910375,payphone,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.456486315,0.4354832470417022,0.0754619240760803,0.06696808338165283
959,0.436694624,7.4684014,stonework,4.737825,cliff dwelling,2.8292222,demur,1.8273628,snake,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.597495139,0.4722294807434082,0.0809358358383178,0.07522231340408325
960,0.394247941,4.1185637,notebook computer,2.6247199,golf cart,2.5042233,solar thermal collector,1.4748464,trimaran,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.415497094,0.301374077796936,0.0472086668014526,0.01992243528366089
961,0.404415236,3.0353284,hotdog,2.3983033,crab,2.0263965,mollusk,1.9820099,ferret,1.9785212,acorn,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.436107486,0.3681680262088775,0.0680552721023559,0.04772871732711792
962,0.410975308,2.5673523,remote,2.3871024,penguin,1.8950841,Black and Tan Coonhound,1.6882024,payphone,1.6788268,slice,1.2538064,acorn squash,0.999192,Greater Swiss Mountain Dog,0.0,0,0.0,0,0,0,0.32092306,0.3354103565216064,0.0446317195892334,0.029346942901611328
963,0.273709731,3.1016529,nursery,2.1608675,tradition,1.2170427,birdhouse,0.8156103,macaque,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.413582653,0.2636077404022217,0.0437743067741394,0.03557145595550537
964,0.434149908,3.5754979,rod,2.941935,gliding,2.8118749,pole,2.7847354,percoid fish,2.5807648,parallel bars,1.5774992,beak,0.0,0,0.0,0,0.0,0,0,0,0.398205966,0.421358048915863,0.0657672882080078,0.05002021789550781
965,0.31972291,2.613767,ramp,2.361265,tape player,1.5200411,block plane,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.3353526,0.2759223878383636,0.065265417098999,0.054792940616607666
966,0.514971303,4.164337,elapid,3.1824594,hutch,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.426074803,0.4228380620479584,0.0842645764350891,0.06808900833129883
967,0.275250117,4.273578,lid,3.6854994,strap,2.7464833,racket,1.4117692,helmet,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.410165071,0.2596177756786346,0.0347501635551452,0.031003355979919434
968,0.391067537,2.59101,sloth,1.9250196,barn,1.4981792,whistle,1.3703725,boathouse,1.367805,Irish Wolfhound,1.0252421,Scottish Terrier,0.0,0,0.0,0,0.0,0,0,0,0.333372414,0.3475732207298279,0.0738917589187622,0.04410046339035034
969,0.371768098,3.972364,hat,3.6628516,table,2.2538016,birdhouse,2.0412307,wheelbarrow,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.472688824,0.3112799227237701,0.026529312133789,0.013667285442352295
970,0.369287438,3.11976,apiary,2.8007264,tent,2.530679,ketch,2.1916597,sulphur-crested cockatoo,2.1732259,Great Pyrenees dog,1.7123343,furnishing,0.0,0,0.0,0,0.0,0,0,0,0.439923555,0.3597559630870819,0.0449856519699096,0.03272712230682373
971,0.453856866,4.745064,tank,4.673237,armament,3.7307558,desk,3.5314982,aircraft,1.9334009,oak,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.383633971,0.4553236663341522,0.1359375119209289,0.1252419352531433
972,0.555570153,7.357832,gymnastics,3.972341,volleyball,3.0789478,table tennis,2.7180398,kid,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.453685701,0.5161404609680176,0.1161218881607055,0.11534285545349121
973,0.401897539,4.589915,bikini,2.4804873,paper towel,1.7785918,mouser,1.7775035,furnishing,1.663226,lampshade,1.4665614,lap,0.0,0,0.0,0,0.0,0,0,0,0.337198824,0.3384008705615997,0.075959026813507,0.07341402769088745
974,0.440449832,5.0195904,flower,2.7269862,mashed potatoes,2.3329773,overflight,2.0244138,fowl,1.7416404,sulphur-crested cockatoo,1.7059965,butterfly,0.0,0,0.0,0,0.0,0,0,0,0.294114769,0.4353777170181274,0.0683916807174682,0.04752272367477417
975,0.477029755,3.860781,gadget,3.2692056,work surface,3.18852,kit,2.5544257,mess,2.3211746,supper,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.366703242,0.4137197136878967,0.122999370098114,0.10977834463119507
976,0.325131553,2.0636718,bike,1.8850766,equipment,0.9496694,desk,0.8992434,scorpion,0.8925171,Norwegian Elkhound,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.248394489,0.3083457052707672,0.0632380843162536,0.05932891368865967
977,0.421627071,5.1096168,shoes,2.864446,hen,2.6114624,crinoline,2.1780047,Scottish Terrier,1.9605975,shepherd dog,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.408860564,0.3829976916313171,0.0827606320381164,0.053129494190216064
978,0.413022521,3.8847327,safe,3.5000644,gadget,2.809057,reflex camera,2.2884367,espresso machine,1.5188674,lemur,1.4197887,American robin,1.3326864,belgian sheepdog,0.0,0,0.0,0,0,0,0.383763641,0.360816478729248,0.0441244840621948,0.03939926624298096
979,0.427296235,4.617046,lollipop,4.3802285,table tennis,4.0842776,lipstick,2.8714008,controller,1.0184636,Flat-Coated Retriever,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.346224487,0.3563743829727173,0.0422337055206298,0.028824329376220703
980,0.469261606,5.848072,wrapping,4.4149556,dishcloth,3.9770877,cushion,3.6609156,kitsch,3.426395,baby,3.1595821,kitty,0.0,0,0.0,0,0.0,0,0,0,0.433198184,0.4704950749874115,0.085827350616455,0.08124637603759766
981,0.382857381,3.7605548,bubble,2.7860012,curio,1.7895124,magnifier,1.6505258,glass,1.4814991,gastropod,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.329718709,0.3749130368232727,0.0433423519134521,0.08027058839797974
982,0.30510522,2.5647764,bow tie,1.8209548,coffee maker,1.717792,whistle,1.6891776,spider,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.38030988,0.2709709703922272,0.0326080322265625,0.030435383319854736
983,0.442608445,2.7459867,pen,2.7137213,rod,2.5034454,crutch,2.1581478,oboe,1.7677517,swing,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.315118134,0.380684345960617,0.088080883026123,0.060511231422424316
984,0.306120638,2.9312198,drum,2.5726602,table,1.9305549,espresso machine,1.868006,hyena,1.2603449,borzoi,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.413115591,0.3244155347347259,0.0412885546684265,0.02711552381515503
985,0.414215283,3.681221,graduation,3.4390166,computer,2.8515437,police van,1.566087,damselfly,0.96715486,doggie,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.470507085,0.3812597692012787,0.0648378729820251,0.026694834232330322
986,0.401542771,3.2627704,fan,2.4345808,whorl,2.2704606,Maltese,1.6919605,pot,1.6712325,Yorkshire Terrier,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.335168004,0.3179869055747986,0.0535548329353332,0.04167616367340088
987,0.452045394,3.9941213,vet,3.4958267,fur,2.8463562,husky,2.6781385,lemur,2.0799258,black-footed ferret,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.379472554,0.4408126771450043,0.115498661994934,0.10009253025054932
988,0.541834798,5.391891,anthozoan,5.048647,diving,1.6529422,ungulate,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.540104687,0.4858717024326324,0.0987096428871154,0.0951431393623352
989,0.523020911,7.0836544,diving,5.527819,sea,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.610305488,0.5091386437416077,0.0820633769035339,0.09758812189102173
990,0.357150347,2.0188413,graduation,1.7484705,binder,1.6601288,tent,1.3802443,chickadee,1.3656418,borzoi,1.3352954,magpie,1.069786,photocopier,0.0,0,0.0,0,0,0,0.35460338,0.2725767791271209,0.024215817451477,0.010410308837890625
991,0.362462072,5.7143292,athlete,2.4729226,lotion,2.217123,volleyball,2.074622,whistle,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.403838515,0.2759518325328827,0.0376884341239929,0.02693045139312744
992,0.262259616,1.9124717,camel,1.2963451,pickup,1.0657072,Lhasa Apso,0.9489848,mortar and pestle,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.387170643,0.1993244439363479,0.0067847967147827,0.0017644166946411133
993,0.427324786,5.5693517,gadget,3.4722733,casing,3.1108315,dial,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.434976608,0.4088843762874603,0.0757614970207214,0.07117676734924316
994,0.398772728,6.081123,kettle,2.31257,pit,1.7068022,graduation,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.406123847,0.3417483866214752,0.0379205346107482,0.035972535610198975
995,0.482979397,3.0185843,shepherd dog,2.8935385,fur,2.1896517,Leonberger,1.3747647,pan flute,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.329473466,0.4512957632541656,0.1074942946434021,0.08644157648086548
996,0.439517435,7.1025405,mask,6.4104958,digital watch,4.811135,microwave oven,4.5191784,Boxer,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.373468965,0.362249493598938,0.0901486277580261,0.05646467208862305
997,0.354848488,8.630175,fitness,4.395493,ejector,2.083632,mechanical device,1.9958242,Shih Tzu,1.3644243,monkey,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.394187003,0.3512201011180877,0.0483819842338562,0.0533331036567688
998,0.414127101,5.1758633,mask,2.6120632,ram (adult male sheep),2.5537145,even-toed ungulate,1.6047884,bison,1.1270093,ape,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.369069517,0.3493091464042663,0.0553753972053527,0.014510571956634521
999,0.436434547,2.4535134,collection,2.4294093,ski,2.2291682,kit,1.6825978,shepherd dog,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.230943203,0.4000332355499267,0.0697433352470398,0.06075495481491089
1000,0.554537722,4.8474355,house,2.8009794,fox,2.7905881,weasel,2.7467813,tower,2.437588,barn,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.367863268,0.5214546322822571,0.1162657737731933,0.10437935590744019
1001,0.388503321,3.6908581,tart,2.2943347,plectrum,1.951285,stringed instrument,1.602157,Siamese cat,1.3945163,spaniel,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.346700728,0.3369585573673248,0.0598012804985046,0.056733131408691406
1002,0.332707532,4.8932295,brass,3.1057084,clasp,1.6326379,crustacean,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.388630927,0.2736906111240387,0.0237122774124145,0.02489948272705078
1003,0.464218453,5.443872,valley(scene),4.128308,overflight,3.5051522,scenery,2.8688722,transportation,1.6660842,bovid,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.434684455,0.4281803965568542,0.1178451180458068,0.10979300737380981
1004,0.432699014,5.107263,soup,2.6965756,stereo,2.066125,polliwog,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.383402675,0.4064177572727203,0.1146063804626464,0.11417573690414429
1005,0.353072647,2.2558925,stupa,1.9386767,hay,1.6372437,cliff,1.6085844,oscine,1.141229,bighorn sheep,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.285317928,0.329739362001419,0.0446622371673584,0.04040759801864624
1006,0.445380896,8.145457,seafood,4.6280823,flamingo,4.4247065,meat,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.505067468,0.3902109265327453,0.0605911612510681,0.03670394420623779
1007,0.461195839,3.1394968,Whippet,2.7554092,Treeing Walker Coonhound,2.0083044,English Springer Spaniel,1.9781016,Boston Terrier,1.8549191,Basenji,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.41200152,0.4181131720542907,0.0931881070137023,0.08458393812179565
1008,0.353238427,2.7445064,sick,1.9994102,nightlight,1.9294477,supper,1.6608782,axolotl,1.0065095,reptile,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.376551837,0.318376362323761,0.0517448186874389,0.04843735694885254
1009,0.49484941,5.1005883,attire,3.078076,Treeing Walker Coonhound,2.656573,accompanist,1.9793618,Welsh Springer Spaniel,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.375261843,0.461816668510437,0.1126012802124023,0.10543471574783325
1010,0.432173521,7.6386843,foodstuff,4.883273,comestible,2.1644602,snuggle,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.422793478,0.4276359379291534,0.0680657625198364,0.06862396001815796
1011,0.450755348,3.3700204,paddle,3.000559,lake,2.3150573,hippopotamus,1.9173757,elephant,1.7701448,aquatic bird,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.413916379,0.3830512762069702,0.0752105712890625,0.06315773725509644
1012,0.473004116,4.189894,mask,3.37667,totem pole,2.4950747,"cathedral, indoor",1.8512161,Yorkshire Terrier,1.5998164,Tibetan Terrier,1.4848787,schnauzer,0.0,0,0.0,0,0.0,0,0,0,0.346947044,0.4348405301570892,0.0740700960159301,0.03761780261993408
1013,0.421903973,5.0262046,industry,3.6572235,most,2.7966075,shortwave,2.1359568,wild boar,2.0283651,odonate,1.9076554,wild dog,0.0,0,0.0,0,0.0,0,0,0,0.423991382,0.3851044178009033,0.0504200458526611,0.052328288555145264
1014,0.420300417,3.2192934,cypriniform fish,1.6932933,grasshopper,1.4184186,iguanid,1.3857166,pelican,0.96095884,monkey,0.9445373,scorpion,0.0,0,0.0,0,0.0,0,0,0,0.287658036,0.351855605840683,0.0674963593482971,0.05835503339767456
1015,0.447557166,3.9883795,formal,2.8300943,piano,2.0602496,couch,1.441614,bench,0.9154922,aquatic bird,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.338201374,0.3772367238998413,0.0725112557411193,0.07067888975143433
1016,0.461251463,5.471087,stall,5.0176263,valley(scene),4.323468,industry,4.193769,amusement,3.3574328,picturesque,2.9215457,transportation,0.0,0,0.0,0,0.0,0,0,0,0.48725149,0.3852763772010803,0.0819286704063415,0.0753679871559143
1017,0.374870672,6.455323,grid,3.9077451,electric fan,3.2513397,grill,2.7141933,brass memorial plaque,1.9306539,motorcar,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.35382098,0.3389680683612823,0.0280913710594177,0.026824355125427246
1018,0.428817033,2.3785398,bubble,2.0467167,edible fruit,1.7008198,reef,1.4787562,gland,1.4291018,anthozoan,0.85730964,macrofauna,0.0,0,0.0,0,0.0,0,0,0,0.361735463,0.4127930104732513,0.0627842545509338,0.07210618257522583
1019,0.361173124,4.1800637,handkerchief,2.652499,alluvium,2.2522066,American alligator,1.1595553,quail,1.0273167,shorebird,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.439454943,0.2815879583358764,0.0614478588104248,0.057359158992767334
1020,0.47342903,7.232339,pond,4.3512425,diving,3.3691866,gale,2.5277126,waterfowl,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.528086126,0.4444043934345245,0.1037511825561523,0.10080891847610474
1021,0.317018347,3.4788535,lunge,2.7160387,gun,1.863475,chainsaw,1.4062501,cowboy,1.2119993,Saluki,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.330652624,0.299586534500122,0.0428560972213745,0.031349897384643555
1022,0.401536105,2.9492638,curl,2.436866,grip,2.094079,chain mail,1.665536,woodwind,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.317801297,0.3737602829933166,0.0438631176948547,0.033940672874450684
1023,0.395557344,4.440079,bun,3.617242,impala,3.3914285,tiger,2.9022639,Rhodesian Ridgeback,1.9617141,American robin,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.516181171,0.3317580819129944,0.0363646149635314,-0.003885030746459961
1024,0.489537538,5.959123,bottle,4.6402526,drink,2.9135149,drum,2.3961618,utensil,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.377376705,0.5251268148422241,0.1709416508674621,0.16788214445114136
1025,0.376537747,3.54927,coelenterate,2.5448973,liquid,1.7174658,nail,1.1441407,spiralled,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.317901671,0.2949182391166687,0.0425509214401245,0.04936039447784424
1026,0.310766113,1.8059458,electric ray,1.673685,dromedary,1.6248039,shoes,1.4837053,sloth,1.2426125,helmet,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.326317936,0.2751520574092865,0.021414041519165,0.016266942024230957
1027,0.415454891,3.1697493,carved pumpkin,2.4312966,marines,1.9566509,shipwreck,1.7456344,sleeping bag,1.5187593,chiton,1.0683991,scorpion,0.0,0,0.0,0,0.0,0,0,0,0.342866153,0.3613508641719818,0.0268297791481018,0.024736404418945312
1028,0.479378363,3.8511558,crisp,2.2957354,mortar and pestle,2.2948658,snake,1.881711,Granny Smith apple,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.41767621,0.4365036487579345,0.0473713874816894,-0.00039017200469970703
1029,0.395200484,2.6962368,aircraft,2.2456923,tank,1.5716647,african grey parrot,1.5424339,space shuttle,1.4219728,helmet,0.8416038,American robin,0.7091328,quail,0.0,0,0.0,0,0,0,0.277440488,0.354730874300003,0.0478366017341613,0.0607721209526062
1030,0.43356675,2.948058,hourglass,2.831633,curio,2.0554554,telephone booth,2.0017626,coffeemaker,1.9110494,Bloodhound,1.1080691,space shuttle,0.0,0,0.0,0,0.0,0,0,0,0.285281688,0.3911505341529846,0.0323845148086547,0.03148597478866577
1031,0.481150925,5.1838036,antique,3.8068738,bovid,2.609112,carving,2.5001144,pot,2.2516146,bell,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.304938048,0.3977985680103302,0.1203942894935607,0.09849059581756592
1032,0.289984839,2.4923804,through arch bridge,2.3617105,messenger bag,2.0746968,strap,1.954772,vine snake,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.451272666,0.2575559020042419,0.0220241546630859,0.017964661121368408
1033,0.29176545,3.7186368,trilobite,2.2995822,through arch bridge,1.7544707,cage,1.6451386,turnstile,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.513961673,0.327858954668045,0.0132569074630737,0.007867276668548584
1034,0.444941581,3.53574,canon,3.1900673,electronic device,2.9530306,tripod,2.1878166,stove,2.1322734,dial,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.394354999,0.4468525350093841,0.1140838265419006,0.1036217212677002
1035,0.490658847,5.61643,bun,4.056215,bake,3.8779123,tortilla,3.5645099,slice,2.252862,American bullfrog,2.2168612,tench,0.0,0,0.0,0,0.0,0,0,0,0.431457639,0.3759212791919708,0.0859039425849914,0.037605881690979004
1036,0.435908471,2.594444,Rhodesian Ridgeback,2.246784,sea lion,2.0494084,cartilaginous fish,1.9157838,impala (antelope),1.6615866,Weimaraner,1.3174839,Italian Greyhound,0.0,0,0.0,0,0.0,0,0,0,0.351583332,0.4080486893653869,0.1096783876419067,0.07350116968154907
1037,0.453408715,5.418846,shower,4.003854,door,3.3687112,cupboard,2.9420846,veil,1.9609567,eavesdropper,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.390468448,0.3951989114284515,0.1182194352149963,0.10976767539978027
1038,0.356200284,2.8697903,spider web,2.0710876,tradition,2.024938,boat,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.423040032,0.3181640207767486,0.0420573353767395,0.040830016136169434
1039,0.436509269,3.8366296,glacier,3.5843115,satellite,2.3714812,aircraft,2.1330872,tvmonitor,1.7079468,bridge,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.306822628,0.3934780955314636,0.0751110315322876,0.08360880613327026
1040,0.402368399,4.4150434,kit,3.0548482,gadget,2.9871974,pen,2.5971327,screw,2.4307048,wallet,1.3270888,Alaskan Malamute,0.0,0,0.0,0,0.0,0,0,0,0.368268281,0.400804191827774,0.1151279211044311,0.10969799757003784
1041,0.39720687,3.5885894,knitting,2.817214,sprinkled,2.3138382,swirly,2.165913,pottedplant,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.297798008,0.3907650709152221,0.0876825451850891,0.08669155836105347
1042,0.424124943,2.7328253,scenery,1.7120228,sea,1.6527698,crocodilian reptile,1.5386143,reef,1.2404926,arachnid,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.37193048,0.3671344816684723,0.0670003294944763,0.06355321407318115
1043,0.352150707,3.7257109,revolver,3.6150842,paper towel,3.5540137,cannon,2.848873,missile,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.423661768,0.3415410816669464,0.0419889688491821,0.028514623641967773
1044,0.533476042,5.1706734,passing,3.50889,sporting dog,2.4094796,greyhound,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.414952189,0.4871871769428253,0.1306704878807068,0.12041246891021729
1045,0.409217043,3.5558252,neck,3.484412,waiter,3.4072914,researcher,2.8547075,father,2.3617268,doctorate,1.8399528,accompanist,0.0,0,0.0,0,0.0,0,0,0,0.400027573,0.3564175069332123,0.0957000255584716,0.08946102857589722
1046,0.433524055,4.534053,horse,3.4584672,mop,3.4439695,graduation,3.1811278,Afghan Hound,2.821222,hoop skirt,2.4211893,bird of prey,0.0,0,0.0,0,0.0,0,0,0,0.380490303,0.3601715564727783,0.0695576667785644,0.01619786024093628
1047,0.393378806,1.6047305,photocopier,1.3222629,lizard,1.2453351,fowl,1.0712864,aquatic mammal,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.307252854,0.3532993495464325,0.0413124561309814,0.027080118656158447
1048,0.447031311,5.067052,Rottweiler,4.46403,sennenhunde,3.4632347,truck,3.1425285,king penguin,2.7156646,fire salamander,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.55656445,0.3610351383686065,0.0541022419929504,0.05666685104370117
1049,0.482011812,3.577621,barn,3.115386,hut,3.057517,umbrella,2.9637523,ceiling,2.391178,yurt,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.438863844,0.4665130972862243,0.04102623462677,0.043399155139923096
1050,0.631047428,5.3101473,arachnid,3.4727201,wolfhound,3.2300816,crab,2.5029972,canine,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.491174698,0.5932198166847229,0.2158026099205017,0.18708908557891846
